FID,region,cut,region_1,ine,comuna,provincia,shape_leng,cont,shape_le_1,shape_area,Shape__Area,Shape__Length
9913,11,11203,XI,572,GUAITECAS,AISEN,871.463000128,0,871.45066695,46052.5803408,88574.54296875,1207.62199927174
9914,11,11203,XI,572,GUAITECAS,AISEN,579.541001444,0,579.531887322,23898.9523626,45943.640625,803.441202034403
9915,11,11203,XI,572,GUAITECAS,AISEN,730.83034117,0,730.821241276,40732.7505294,78341.4765625,1013.33590490072
9916,11,11203,XI,572,GUAITECAS,AISEN,762.801400464,0,762.791424578,42896.6615855,82515,1057.86984789634
9917,11,11203,XI,572,GUAITECAS,AISEN,629.495082117,0,629.487913134,29973.2416891,57618.3359375,872.550017538825
9918,11,11203,XI,572,GUAITECAS,AISEN,5178.79985258,0,5178.73279073,1446633.43867,2781438.8046875,7177.52288712356
9919,11,11203,XI,572,GUAITECAS,AISEN,2795.84439604,0,2795.805921,486098.629945,934632.5078125,3876.37809119337
9920,11,11203,XI,572,GUAITECAS,AISEN,91744.4177566,0,91743.1847483,138266921.605,266865535.769531,127496.595278729
9921,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,411.411057201,0,411.403001512,12757.2897356,30723.3984375,638.39057099916
9922,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,984.177325571,0,984.154498009,52196.019667,124394.92578125,1519.71338757757
9923,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,568.523240962,0,568.510754347,23892.8963094,57544.171875,882.161838767046
9924,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,406.489068049,0,406.480434955,11812.081419,28128.90625,627.226165811726
9925,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,356.168856736,0,356.161752662,9420.49905816,22684.96484375,552.579997803177
9926,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,14078.117882,0,14077.8270239,7625510.25621,18189750.6523438,21753.8921793098
9927,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,737.651877577,0,737.636587347,37881.3410839,91345.82421875,1145.19314547229
9928,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,765.168751682,0,765.152468714,39332.1239551,93915.94921875,1182.07012219059
9929,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,429.849049753,0,429.839063137,13419.2827835,32359.16796875,667.4164256149
9930,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,7674.42823093,0,7674.26875075,2755465.48048,6583780.25390625,11868.0669155217
9931,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,445.816775767,0,445.807374359,14741.3337965,35500.0625,691.703981170566
9932,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,871.047412526,0,871.028951012,43125.5520185,102816.9140625,1345.18979461836
9933,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,736.072946979,0,736.058803181,35329.7053705,85142.0078125,1143.2638646692
9934,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,511.084186684,0,511.072582512,19137.4954329,46094.0703125,792.973670555082
9935,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1439.76289872,0,1439.73096426,118244.781074,285977.23828125,2239.6874597955
9936,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,501.261987594,0,501.252712126,18574.8638756,44744.5390625,777.834157169757
9937,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,420.080243382,0,420.071319985,13183.5836265,31752.765625,651.801946717806
9938,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,521.811344526,0,521.801384637,19757.952082,47654.41015625,810.207586042218
9939,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,684.121729813,0,684.10688702,31683.3004416,76316.0234375,1061.59043169647
9940,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2925.6254553,0,2925.56364969,354874.471765,856854.38671875,4541.68561423484
9941,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2401.65795772,0,2401.60705558,267047.645444,646148.4140625,3738.22198068494
9942,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,532.283540994,0,532.272763976,19997.7662532,48179.5546875,826.007884190787
9943,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,371.246999633,0,371.240164337,10272.9597516,24766.4375,576.547042027636
9944,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1067.03115634,0,1067.01047715,57443.2275011,138725.515625,1656.83335233954
9945,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,607.154998595,0,607.142436192,26934.7669687,64996.66796875,943.005022944291
9946,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,469.164685956,0,469.155591081,16328.6102895,39341.2421875,728.292033872999
9947,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3851.20038174,0,3851.11927284,437538.739132,1056145.5625,5983.37933622413
9948,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,449.3045598,0,449.295196251,15010.2268577,36166.796875,697.328997413054
9949,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,4490.38383164,0,4490.28737725,976392.334059,2356874.2109375,6975.69231134122
9950,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,639.155591945,0,639.141009871,28382.9735661,68395.59375,991.727270287988
9951,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,438.88899395,0,438.881283279,14328.5047538,34551.76953125,681.49496889513
9952,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,484.804519323,0,484.794541222,17522.6777793,42257.11328125,752.863137276299
9953,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,482.842488254,0,482.831577764,16545.3856026,39896.8125,749.561646880928
9954,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,553.732238397,0,553.721660602,22794.5296424,55053.43359375,860.52944082216
9955,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,402.247042823,0,402.238165369,11644.1248623,28081.921875,624.484825810116
9956,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,476.466245008,0,476.45615531,16501.5963885,39798.18359375,739.923104901516
9957,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,451.238301613,0,451.228731645,14790.9758364,35726.4296875,701.408603622529
9958,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,481.722801812,0,481.711773026,17053.2974275,41129.89453125,748.141306328217
9959,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,521.580060392,0,521.568224978,19643.806532,47441.40234375,810.699912149219
9960,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,449.777699014,0,449.767713378,14664.9292316,35425.17578125,698.923245169643
9961,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1001.20183714,0,1001.18168527,68843.441806,166280.953125,1556.23165220538
9962,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,393.193096039,0,393.185484867,10913.1880121,26321.37109375,610.457324756211
9963,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,393.665746604,0,393.659121298,10177.2782428,24585.83203125,611.587650549387
9964,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,514.099188932,0,514.086736406,18536.1215829,44713.58203125,798.377744311446
9965,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,350.582137186,0,350.575630768,8745.12331556,21127.171875,544.930633911546
9966,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,429.946752982,0,429.936480815,13351.5990919,32204.9921875,667.671285661587
9967,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,485.948153138,0,485.937394729,16876.5638386,40712.07421875,754.812729125809
9968,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,335.130051748,0,335.122394441,8384.98843291,20257.73828125,520.876350189323
9969,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,417.053094299,0,417.046202883,12623.200304,30451.31640625,647.73040691745
9970,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,371.172567452,0,371.16626777,10163.7460628,24565.41796875,576.999200620664
9971,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,428.460015119,0,428.452985485,13636.6069674,32959.7890625,666.083848395574
9972,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,895.317813204,0,895.298254994,56252.1996033,135975.1328125,1391.90074415753
9973,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,631.667231531,0,631.650608566,28868.9054401,69758.23046875,982.012516907554
9974,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,591.076559704,0,591.065922453,25464.0255156,61430.140625,917.946468090635
9975,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1013.64162883,0,1013.62086137,66475.3563455,160596.4375,1576.42157254786
9976,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,416.653026803,0,416.643272417,11415.7563264,27539.26171875,647.0289225477
9977,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,431.508807408,0,431.498695909,14094.2128172,34069.52734375,670.803064775462
9978,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,376.189586322,0,376.182833288,9456.75441342,22814.765625,584.395124928416
9979,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,396.480998691,0,396.471253606,11192.6812081,27002.71484375,615.671090781732
9980,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,449.701933543,0,449.690972562,14525.7651638,35094.98828125,699.121037524482
9981,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,394.177427378,0,394.170212532,10991.092436,26517.26953125,612.131687258198
9982,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,404.792865387,0,404.785092672,11027.8666777,26606.26953125,629.017650102205
9983,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,554.478106035,0,554.468239308,22339.9786941,53893.8515625,860.998881388957
9984,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1576.90171857,0,1576.86872985,122660.5087,296409.4765625,2453.14242775611
9985,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,438.718802746,0,438.706255732,13797.0328865,33352.57421875,681.88403611146
9986,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,495.812480191,0,495.801057041,17868.2588143,43108.2109375,770.081898868347
9987,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,523.232319924,0,523.222348861,20018.5570497,48296.9453125,812.663947574985
9988,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,366.790825205,0,366.782345931,9742.19839673,23549.66015625,570.127239467486
9989,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,421.196889606,0,421.188785728,12664.5718256,30556.234375,654.057826197359
9990,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,384.974998199,0,384.967262515,10464.1989559,25246.77734375,598.006689272813
9991,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,460.146351744,0,460.135769216,14512.4102454,35065.21875,715.360248486864
9992,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,671.819433484,0,671.805882629,30671.9242404,74147.18359375,1044.00713625147
9993,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,544.813634642,0,544.80124695,21308.3275516,51416.22265625,846.400532681059
9994,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,496.319237961,0,496.306291332,17388.2175706,42019.4453125,771.531121998579
9995,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2439.69663052,0,2439.64614633,286974.23652,694118.00390625,3794.08216369518
9996,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,478.7088717,0,478.698600418,15915.7625868,38458.98046875,744.343586229466
9997,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,518.522702551,0,518.511836522,19581.157787,47340.72265625,806.080626055163
9998,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1113.70737349,0,1113.68364921,80192.9632038,193791.3203125,1731.93496238554
9999,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,446.327940827,0,446.319416188,14716.0187832,35580.22265625,693.885800167328
10000,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,609.942904088,0,609.93035344,22888.1278099,55342.89453125,948.233369380319
10001,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2233.33996687,0,2233.29284781,320837.433356,775256.15625,3471.95023354689
10002,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,335.943621867,0,335.933478284,8260.04581593,19971.0703125,522.246113846135
10003,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,447.368190124,0,447.357904711,14790.9777442,35762.26953125,695.502600918682
10004,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,650.913069487,0,650.898801774,30966.6376161,74848.6953125,1011.85827961336
10005,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,400.924966511,0,400.917610979,11854.7944483,28609.6171875,622.731799776943
10006,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,412.732791334,0,412.725887408,12334.0338069,29765.19140625,641.108958878126
10007,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,338.615118237,0,338.605419462,7928.81015702,19162.33203125,526.308784919714
10008,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,315.650737882,0,315.64238594,7442.86434349,17997.16015625,490.811680988831
10009,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,834.329960722,0,834.311232697,50729.2348116,122577.2109375,1297.15338495549
10010,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,362.074102964,0,362.067025703,9666.16353491,23372.23046875,562.962433047779
10011,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,395.208611195,0,395.200867904,11356.0989775,27446.265625,614.270387541603
10012,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,386.317784164,0,386.307932758,10579.5529489,25532.5390625,600.011761762445
10013,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,970.956521431,0,970.936821194,56010.5136854,135453.6875,1508.86417979774
10014,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,344.334543443,0,344.327241547,8355.84465725,20195.4765625,535.403581915483
10015,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,400.289388226,0,400.282156036,11393.4623142,27537.4609375,622.386772761108
10016,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,403.308155409,0,403.300424832,11853.4777482,28608.02734375,626.452305949052
10017,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,418.809049402,0,418.799947699,13251.5219662,32047.82421875,651.240414128611
10018,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,615.029218748,0,615.014408736,23458.0115038,56700.21875,956.766581122744
10019,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,472.507637562,0,472.499270231,15986.4053135,38642.2890625,734.439136646274
10020,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,828.151216674,0,828.135448049,42660.9211211,103164.3984375,1287.27220532336
10021,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,6596.85264351,0,6596.71010578,1264819.57905,3058053.01171875,10261.9262233741
10022,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,855.01309073,0,854.995860435,40563.1791406,97902.07421875,1327.51810148646
10023,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,525.338739034,0,525.329880649,20087.111892,48479.9296875,816.111702684269
10024,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,440.962505269,0,440.953827812,14197.1641864,34337.6015625,685.568212792386
10025,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,780.86212035,0,780.845774047,40859.480948,98740.671875,1214.30276713996
10026,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,680.001547535,0,679.987619999,33485.9376952,80946.12890625,1057.39910175935
10027,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,464.895676132,0,464.886057757,15501.0538139,37413.7890625,722.237495871766
10028,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,457.433807443,0,457.42541464,15292.6868395,36984.4765625,711.21756544236
10029,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,627.182611775,0,627.16852095,29455.7173963,71199.63671875,974.882823388944
10030,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,424.247841265,0,424.238634487,13042.6219109,31527.6953125,659.663301334033
10031,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,713.204227327,0,713.186678502,35859.0786618,86655.07421875,1108.71385072524
10032,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,459.109098613,0,459.100369054,15454.1956511,37302.1640625,713.311139795005
10033,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,427.776938,0,427.768581327,13643.2975361,32931.5390625,664.605451928577
10034,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,419.310513065,0,419.302304468,12576.0137664,30419.87890625,652.151878492104
10035,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,664.706662434,0,664.692142496,27184.6715505,65618.8359375,1032.05679670643
10036,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,555.014200795,0,555.001641252,22063.6577962,53338.375,863.184962055597
10037,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2022.68645617,0,2022.64267944,169240.416723,409390.7421875,3144.32466645483
10038,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,504.037346438,0,504.027372526,18923.0847214,45762.27734375,783.944289112585
10039,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,776.240957028,0,776.224497673,41391.4438823,99918.36328125,1205.54176745277
10040,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,431.969777493,0,431.962026563,13504.3297073,32596.9921875,671.16655057561
10041,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,582.805752263,0,582.791153829,22863.1151383,55190.86328125,905.197280202606
10042,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,943.341290926,0,943.322025224,57650.9798885,139344.96484375,1466.73654308759
10043,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,524.997913393,0,524.989840159,20037.0566596,48473.84375,816.501688600824
10044,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,507.202037753,0,507.192987083,19081.3148929,46072.26171875,788.005983972982
10045,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,559.129598801,0,559.118901709,22279.4460319,53787.109375,868.59627916311
10046,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,696.772420398,0,696.757942401,31156.6035898,75372.28515625,1083.08074610466
10047,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,440.710833169,0,440.700459036,14339.1924361,34620.890625,684.86674713109
10048,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,598.85141993,0,598.836738999,26146.1168435,63134.4921875,930.305309786311
10049,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,346.47305182,0,346.466015066,8714.50372168,21081.65625,538.938364597019
10050,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,394.599151618,0,394.589834013,11097.6565557,26847.42578125,613.658142220114
10051,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,471.994122531,0,471.983492911,16268.1026042,39283.90625,733.30752474562
10052,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,514.86608498,0,514.855576874,19876.9313134,47997.109375,799.948848594137
10053,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,442.093467488,0,442.085130093,14226.0016496,34281.81640625,686.264305807304
10054,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,29782.3277939,0,29781.6979838,27382080.9645,66241604,46314.5540445918
10055,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,524.178599188,0,524.165105024,20555.3665605,49539.34375,813.913381690904
10056,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,595.06639511,0,595.054545103,23076.3031959,55655.4921875,924.494394668599
10057,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,511.154854668,0,511.146797188,19017.7683934,45905.15234375,794.047160455358
10058,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,370.174578387,0,370.169832277,10199.4646474,24674.98828125,575.838587171298
10059,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,759.123681805,0,759.106652652,36868.2462424,89197.03125,1180.72152054525
10060,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,430.97791016,0,430.969775707,11762.7153212,28395.14453125,669.548950423035
10061,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,393.413948415,0,393.404288047,11723.882631,28365.74609375,611.920431095879
10062,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,537.205338164,0,537.193190397,21453.8760077,51712.31640625,833.803016860337
10063,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,482.440554,0,482.430896836,16968.2135575,40900.84765625,748.754653457514
10064,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,543.56494882,0,543.55207007,21532.3215532,51985.34375,844.321583138829
10065,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,481.427204661,0,481.416893598,17056.5189065,41133.43359375,747.776094117442
10066,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,606.169478075,0,606.156639954,25937.0872092,62759.015625,943.030475223913
10067,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,514.150083594,0,514.1398136,20114.3148798,48487.50390625,798.259926371463
10068,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,638.061056772,0,638.046380569,28243.822629,68201.9921875,991.950183007638
10069,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,468.561677909,0,468.552478936,16517.193316,39840.2890625,727.556244707288
10070,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3733.11212928,0,3733.03427883,704733.667269,1701819.03515625,5799.06059265273
10071,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,675.448873455,0,675.433172082,33396.814141,80635.7109375,1049.33166589267
10072,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,326.968692234,0,326.962140346,8121.7843084,19653.3984375,508.603893349792
10073,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,382.42329752,0,382.413965931,10830.4010334,26110.25,593.648105372721
10074,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,571.526976855,0,571.514938013,25010.1508627,60331.50390625,887.540672766764
10075,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,334.982341655,0,334.975094501,8397.78168684,20280.34765625,520.568210362053
10076,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,385.370729598,0,385.362616031,10833.6242172,26119.43359375,598.201584764196
10077,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,465.09379119,0,465.086389004,14760.0724209,35584.4609375,721.865175975831
10078,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,493.048930243,0,493.036162596,17479.1731421,42140.08984375,765.49903842904
10079,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1843.53107137,0,1843.49254531,193352.748223,466912.44921875,2864.45031813987
10080,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,438.798996505,0,438.790211953,12701.4518083,30670.7265625,681.562310477139
10081,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,652.832333525,0,652.819887738,31918.3028304,76961.265625,1013.75531310303
10082,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,496.342196978,0,496.333403764,16493.6659644,39772.6953125,770.50763776172
10083,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,630.628713876,0,630.614539344,27671.2025442,66728.94921875,978.977509448178
10084,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,670.19270756,0,670.180798624,32671.1963205,78788.09765625,1040.65226816938
10085,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,399.252643745,0,399.246253167,10435.8685571,25166.96875,619.903691739391
10086,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,7730.64293909,0,7730.47480491,1829041.08279,4419128.00390625,12016.1996608474
10087,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,682.875778152,0,682.861844762,32364.4203075,79250.4140625,1068.66941480711
10088,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,559.398358402,0,559.386483729,22385.5322388,54841.8125,875.567726398006
10089,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,419.948556123,0,419.93780348,12891.8725423,31577.359375,657.175495006037
10090,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,390.236184789,0,390.227323616,11234.1318425,27517.5,610.843647542688
10091,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,697.587475875,0,697.571810877,33630.5602092,82380.23828125,1091.46421695195
10092,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,746.645570929,0,746.630047299,34283.9387271,83986.5703125,1168.42217991729
10093,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,430.933785974,0,430.924055066,13921.017039,34093.671875,674.447380313737
10094,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,417.570056796,0,417.559789188,12780.489941,31310.609375,653.603980616856
10095,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,581.717255218,0,581.706124335,24307.4654896,59553.0390625,910.201118780459
10096,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,434.388956086,0,434.380253663,14268.6192333,34976.375,680.175387079524
10097,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,377.370008197,0,377.360320996,10440.5390011,25576.58203125,590.622936152036
10098,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,412.563608849,0,412.555749222,12555.9713943,30773.05078125,645.800399663666
10099,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1494.17324876,0,1494.14147528,113223.406639,278067.12890625,2340.26672249292
10100,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,932.796846189,0,932.776335758,51388.9778949,125914.16015625,1459.43783306773
10101,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,624.45072214,0,624.434370192,27773.1087745,68042.96484375,977.112137776619
10102,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,440.483213838,0,440.475766945,13225.8068398,32415.23828125,689.276578861866
10103,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,416.947147752,0,416.937643277,12253.2021842,30019.70703125,652.553013656594
10104,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,446.804686149,0,446.797620346,13857.2241274,33963.26953125,699.548271401355
10105,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,434.484314159,0,434.477333058,14197.2782517,34806.47265625,680.300772310128
10106,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,503.970114383,0,503.961115961,18380.19289,45043.36328125,788.807753304802
10107,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,488.17013924,0,488.159223249,17520.7148709,42930.49609375,763.994126497481
10108,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,408.654297621,0,408.645380339,12144.2656225,29762.56640625,639.677836764913
10109,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,645.885050594,0,645.87111457,25511.803054,62527.39453125,1010.6834980882
10110,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,588.709944277,0,588.69710835,25590.2221008,62806.13671875,922.038158081042
10111,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,399.353800218,0,399.345307589,11291.8405651,27675.640625,625.26361861692
10112,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,448.744120847,0,448.735834774,14981.2453468,36711.109375,702.457920306417
10113,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,494.006952204,0,493.996603275,17873.9684683,43796.6328125,773.267887390537
10114,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,925.983678405,0,925.962988025,57562.4928361,141109.03125,1449.50707184297
10115,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,363.458972744,0,363.451596748,9158.74825405,22451.83984375,569.150427170769
10116,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,461.212002697,0,461.201664128,14769.3320584,36215.8828125,721.881667690555
10117,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,377.124662534,0,377.118163214,10179.585859,24954.5078125,590.475034213022
10118,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,417.057063604,0,417.048704593,12636.9663009,30967.55859375,652.989000462682
10119,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,429.618540693,0,429.60652797,12977.6298855,31802.375,672.621845422777
10120,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,443.304813401,0,443.294404234,14400.6225863,35297.67578125,694.040526844592
