FID,region,cut,region_1,ine,comuna,provincia,shape_leng,cont,shape_le_1,shape_area,Shape__Area,Shape__Length
1,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,412.129065217,0,412.121384195,11089.1959431,27287.83984375,646.866312177251
2,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,379.507796927,0,379.499272024,10239.8588178,25198.171875,595.399460358593
3,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,414.049312666,0,414.040557176,12877.6584937,31691.05859375,649.485445139874
4,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,581.709991729,0,581.697282384,20096.0639533,49457.86328125,912.016661117884
5,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,692.384193955,0,692.370293922,31485.3439102,77667.15234375,1087.36984994149
6,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,468.393861694,0,468.382245521,15989.3020776,39353.1171875,734.747291676252
7,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1216.83120181,0,1216.80532324,86183.6958802,212799.3125,1911.49825118533
8,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,655.340953062,0,655.326355013,30962.3075476,76383.8984375,1029.26107345004
9,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,589.054488796,0,589.039875165,24006.4747913,59262.9453125,925.420947289474
10,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2075.24129403,0,2075.19645833,237346.384873,584977.13671875,3258.88050897259
11,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3059.99092515,0,3059.92463412,477131.542562,1177978.1328125,4808.83614624092
12,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,627.041400847,0,627.025410912,27844.088565,68765.66015625,985.671386468863
13,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,526.459261879,0,526.447556041,19633.44729,48365.37890625,826.361890016978
14,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1490.20362649,0,1490.16904522,143382.692398,353405.32421875,2340.0260155512
15,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,834.531527481,0,834.513144585,50657.323911,125116.43359375,1311.49999313999
16,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2868.42993067,0,2868.36692642,400662.685609,989790.28125,4511.55058834908
17,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,347.925930157,0,347.916451597,8639.52374564,21288.55859375,546.241848545427
18,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,282.901602198,0,282.8952934,5128.79095618,12638.24609375,444.161542016117
19,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1362.03813742,0,1362.00911154,121373.450747,299786.87890625,2141.05946849545
20,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,566.786664815,0,566.774625607,22350.9405604,55077.75,889.650940395962
21,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,436.593360788,0,436.583434911,13911.1230725,34359.5859375,686.246420196995
22,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,379.658239656,0,379.64902593,9478.7327936,23359.34375,596.032576109202
23,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,11149.1676083,0,11148.9267957,2230214.74411,5511305.70703125,17529.8616887988
24,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,496.612386673,0,496.60043002,16236.2713384,40090.5,780.345652878186
25,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,404.754878189,0,404.746705761,11423.4128563,28154.41796875,635.469445348969
26,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,507.025723595,0,507.015621977,19001.3631505,46820.55078125,795.874814274559
27,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,422.708846749,0,422.699219829,12306.1771624,30397.078125,664.105425686422
28,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,499.956944302,0,499.94448336,17943.2612677,44230.9375,784.932903479624
29,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,765.268573134,0,765.253381908,40931.6915692,100811.2265625,1200.64345024433
30,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1087.28488696,0,1087.26156353,78312.6993063,193457.453125,1709.25485964316
31,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,686.479178056,0,686.464304498,33192.9950206,81756.6171875,1077.19668442225
32,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,397.575232122,0,397.565757962,10852.4489614,26815.52734375,624.855780220018
33,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,4458.25611911,0,4458.16115882,850890.194884,2097257.31640625,6999.43088709835
34,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,328.612888818,0,328.605379751,7435.33803411,18373.20703125,516.555620358178
35,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,325.207902665,0,325.198685013,7529.13108246,18606.05078125,511.104193494408
36,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,977.903709384,0,977.884668193,52803.7971126,130486.6953125,1536.94998783688
37,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,706.868563616,0,706.853089454,34104.11948,84018.68359375,1109.39581603513
38,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,523.856489263,0,523.845262743,19172.3683502,47277.88671875,822.499040956446
39,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,667.130415207,0,667.114828664,33494.3915428,82565.29296875,1047.29807870052
40,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,902.006415061,0,901.986355598,52298.7572413,128982.01953125,1417.03819236781
41,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,500.63958735,0,500.62949271,17643.567105,43514.39453125,786.123731479866
42,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1271.86588785,0,1271.83640184,98093.2533699,242470.4765625,2000.79292530503
43,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1316.59310204,0,1316.56316449,107280.704287,264580.203125,2068.43206121088
44,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,573.052390978,0,573.038143287,23288.4181296,57434.703125,900.232054462259
45,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,430.36106702,0,430.351872406,12471.3339602,30756.75390625,676.176320481487
46,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3026.22201804,0,3026.15563824,370415.897854,913693.359375,4752.12792531233
47,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,425.224027935,0,425.214537886,13807.462475,34024.0859375,667.488757329024
48,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,471.715687913,0,471.705916454,16434.5503874,40561.4375,741.068963677583
49,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,362.615052351,0,362.607569071,9779.38987759,24119.58984375,569.442851204973
50,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,503.733735075,0,503.723120954,17969.403403,44321.0078125,791.110408039006
51,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,984.115604861,0,984.093193826,58484.5157887,144257.55078125,1545.02107563902
52,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1197.77594716,0,1197.74889166,89109.8341359,219956.0546875,1882.01884970461
53,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3466.09754567,0,3466.02235996,657701.749733,1625902.90625,5451.37204942419
54,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,447.519064276,0,447.509535736,14042.3596062,34635.8203125,703.063165097981
55,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,393.13607677,0,393.125437493,11626.9929836,28677.8125,617.405179641629
56,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,454.611865313,0,454.602783147,13990.1529497,34489.1953125,714.054700978389
57,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,454.30776854,0,454.299236594,15535.610085,38284.59375,713.204403916003
58,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,537.670898066,0,537.659740198,21717.9381512,53678.203125,845.211824220791
59,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1026.91587948,0,1026.89384277,74065.1157719,183062.16796875,1614.49941076355
60,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,431.049484726,0,431.039995223,12863.3069583,31797.671875,677.444803567344
61,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,451.797355029,0,451.78845545,15413.2678784,37983.49609375,709.174179674618
62,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,518.977659139,0,518.967152266,19892.8222122,49102.4921875,815.208553227549
63,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,621.66439474,0,621.653582451,28076.5196603,69394.625,977.571119827113
64,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,3662.96302931,0,3662.88251381,588845.013714,1452001.65625,5750.68259033502
65,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,381.678312165,0,381.670645362,10590.5477053,26122.828125,599.388910740622
66,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,412.942788903,0,412.934699213,11836.5714226,29262.453125,649.305104700969
67,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,498.732343605,0,498.722207123,18207.9149939,44894.203125,783.129310474011
68,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,401.157813331,0,401.150500628,11563.7077991,28525.078125,629.904949924149
69,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,403.431851578,0,403.42304724,12326.4545212,30379.359375,633.368768065675
70,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,491.277169801,0,491.266162236,16048.7874418,39592.46875,771.715855724888
71,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,318.853926348,0,318.846705009,7464.11094561,18413.33984375,500.674034063688
72,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,455.435078885,0,455.423163993,12533.1108462,30919.859375,715.453830064724
73,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,466.970969049,0,466.961005241,16236.7131649,40019.8828125,733.178612756799
74,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,842.978843462,0,842.961806336,52009.8326613,128214.02734375,1323.14171807071
75,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,590.280037112,0,590.266545748,25462.3720604,62862.44140625,927.333644598699
76,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,561.61470276,0,561.600776266,23628.4589258,58245.0078125,881.683709673457
77,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,763.781869117,0,763.767058713,40826.6726611,100937.7265625,1201.36250597998
78,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,457.030584729,0,457.020798136,15355.4808193,37854.125,717.55494485707
79,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,397.64238544,0,397.633774867,11744.516344,28952.78125,624.27545575313
80,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,471.491109517,0,471.480116766,16774.134367,41418.58984375,740.841314450312
81,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,898.274042093,0,898.254914861,54283.9971658,133888.203125,1410.95429015424
82,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,438.482464981,0,438.474802101,14246.3656144,35121.171875,688.443634263707
83,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,412.56897721,0,412.560783804,12637.6644003,31156.73828125,647.75371773686
84,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,664.514648843,0,664.501339367,33678.1168938,83166.2734375,1044.23300639402
85,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,501.530947567,0,501.521627399,18220.9087432,44948.796875,787.578283059234
86,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,430.54355289,0,430.535673199,13844.8021716,34135.62109375,676.002741808269
87,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,580.454891341,0,580.443181271,24914.2172374,61522.66796875,911.941002542359
88,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,12466.8249376,0,12466.5509058,6544186.9949,16195396.8710938,19617.7072357978
89,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,553.906670507,0,553.894386274,21092.064711,52015.06640625,869.66508286582
90,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1485.85248701,0,1485.82136489,153832.372799,380448.62109375,2336.97374697736
91,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,409.531756492,0,409.524260561,12604.9452311,31085.40625,643.070718863446
92,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,385.475046008,0,385.46785479,11204.9861889,27634.4375,605.387687025267
93,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,397.266613709,0,397.258968098,11322.9964407,27926.546875,623.906356174772
94,12,12201,XII,600,CABO DE HORNOS,ANTARTICA CHILENA,8144.25015819,0,8144.03008888,3333464.40433,10121498.84375,14184.2631855334
95,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,341.01514557,0,341.007778215,8881.43652454,21971.3125,536.328098655194
96,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,403.712311939,0,403.70418457,11915.5706096,29388.9296875,633.882604560435
97,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,517.126654432,0,517.116680048,19706.7007154,48606.90234375,812.222795259053
98,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,479.634246383,0,479.621758661,17072.9568421,42108.59375,753.20002909067
99,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,440.169061057,0,440.160135095,14344.5936571,35381.2265625,691.20142567168
100,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,508.471345807,0,508.461347767,18996.6963768,46857.75,798.556617495528
101,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,391.295027134,0,391.286883314,11469.02231,28291.07421875,614.47866414793
102,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,468.982027014,0,468.971354023,15833.2094018,39055.7421875,736.729837152728
103,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1895.93253067,0,1895.89096194,237653.779385,587874.93359375,2981.11907000858
104,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,364.439852237,0,364.430163613,9961.97315834,24605.31640625,572.754030519848
105,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,472.798880229,0,472.786467301,16273.8446323,40142.44921875,742.394646787517
106,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,317.351872441,0,317.345274415,7635.76920734,18836.73828125,498.445788009373
107,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,319.555333588,0,319.549828932,7280.47118183,17960.92578125,501.940883154212
108,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,363.317012272,0,363.310386709,9968.89380092,24593.98828125,570.706883921637
109,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,477.919404049,0,477.908305152,17385.0592336,42944.109375,751.056092371903
110,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,327.51156641,0,327.504233419,8024.59765609,19811.78515625,514.620738117716
111,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,444.95224137,0,444.942786766,14822.124856,36594.92578125,699.250145663614
112,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,453.048311555,0,453.037856458,15033.1340287,37089.90234375,711.417505257758
113,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,635.433888378,0,635.418732407,27022.9649046,66753.640625,998.463173993449
114,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,296.792813092,0,296.786450396,6575.4762276,16234.25,466.365442048158
115,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,856.61505019,0,856.594752567,47076.1375106,116135.33984375,1345.36290264311
116,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,747.339843341,0,747.322942374,41156.5501569,101597.20703125,1174.20935278285
117,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,822.280427573,0,822.260085875,47148.6728633,116512.16796875,1293.10648975965
118,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,829.30295477,0,829.285777875,45261.113173,111848.30859375,1303.05393304506
119,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,432.912945472,0,432.902454467,13828.1339296,34170.04296875,680.494182935876
120,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,510.490116335,0,510.47736304,18930.3433355,46734.16015625,801.919764805644
121,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,396.797940156,0,396.789128736,10691.755919,26421.5,623.886099917869
122,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,493.623189765,0,493.610997532,17088.1143701,42198.76953125,775.467368212198
123,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,488.599502581,0,488.589339438,16906.3695877,41711.29296875,767.569958283361
124,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,412.357791497,0,412.349629698,12840.2194048,31730.6953125,648.185370037543
125,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,407.970450168,0,407.959463067,12472.9638269,30825.28515625,641.310584990214
126,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,443.227925097,0,443.219227316,14491.827839,35813.21484375,696.901518032593
127,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,397.921098722,0,397.912576082,11930.1891937,29483.71484375,625.532064127804
128,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,491.236779892,0,491.226960059,17959.4206137,44386.71875,772.238796936662
129,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,785.794213038,0,785.777723884,36078.687793,89164.16015625,1234.5246175575
130,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,418.046584336,0,418.037162895,13060.0955458,32278.23046875,657.186044462268
131,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,628.037056135,0,628.024858969,24496.1428767,60538.9765625,986.703916329763
132,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,503.136735891,0,503.126187079,18682.4144034,46127.38671875,790.507710355312
133,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1501.00779819,0,1500.97597826,129889.209309,320731.28515625,2357.74760549896
134,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1176.17629396,0,1176.15110859,56900.4467114,140638.20703125,1847.4392668526
135,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,494.475716809,0,494.466687903,17930.5032339,44272.2734375,776.888840955228
136,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,331.7852725,0,331.778154437,7875.68620509,19465.96875,521.520953966404
137,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,353.203024494,0,353.194406338,9534.82554118,23599.203125,555.596353810082
138,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1282.5517888,0,1282.52260144,111382.82006,275327.14453125,2015.45953491888
139,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,601.802119167,0,601.788752047,23170.2129427,57172.94140625,945.012436551565
140,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,363.307197306,0,363.29735518,10003.3694709,24700.3828125,570.832709515172
141,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,410.078080401,0,410.068490802,12337.1142704,30464.76953125,644.249241122158
142,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,377.884079897,0,377.875353248,10270.0661916,25361.5859375,593.781011251883
143,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,398.000124688,0,397.991237496,11942.503227,29489.140625,625.447524880249
144,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,318.114043263,0,318.106910202,7494.01578103,18546.80078125,500.486105554605
145,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,560.039316572,0,560.027204185,21712.7997511,53630.90234375,880.450240457515
146,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,513.481703145,0,513.470694195,19616.7057319,48490.80078125,807.185654007056
147,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,353.844090316,0,353.838357317,9413.90317396,23298.9921875,556.634350170543
148,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,446.822046623,0,446.813286038,14660.5316856,36204.44921875,702.029378005736
149,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,634.267582484,0,634.256046236,28275.980924,69825.109375,997.128582599287
150,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,271.192508435,0,271.187113572,5339.0491194,13174.89453125,426.008743913702
151,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,196.797854203,0,196.794798572,2864.18315775,7067.7578125,309.095399905907
152,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,912.004032867,0,911.984573894,57284.9267549,141471.32421875,1433.20830440371
153,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,315.795530029,0,315.788969463,7610.98135698,18839.16796875,496.836073889585
154,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,319.215678703,0,319.210749972,7718.56391555,19103.91015625,502.161560040468
155,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2032.1768644,0,2032.13377197,235466.960699,582809.8828125,3195.65064433384
156,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,449.910311867,0,449.899392261,15170.3889346,37462.0546875,707.048655640375
157,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,376.805904959,0,376.794377572,8987.44537307,22178.39453125,591.738890951975
158,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,401.627303468,0,401.619959432,11840.2626848,29218.11328125,630.825866851058
159,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1066.35163013,0,1066.32958131,64238.2462189,159123.08984375,1677.67710541452
160,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,294.809904489,0,294.804486028,6193.99492755,15330.61328125,463.844366602271
161,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,12019.9207885,0,12019.6624979,3381948.06854,8377583.39453125,18926.9753415206
162,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,413.595585209,0,413.586094891,12575.7818573,31034.3984375,649.633353319435
163,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,505.023891601,0,505.011781742,14048.1647082,34702,794.163049059858
164,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,560.75560944,0,560.742834468,23886.1857414,59175.14453125,882.504471989045
165,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,367.755042873,0,367.745973665,8443.37581067,20857.00390625,578.259876760077
166,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,340.827503161,0,340.819887078,8434.18292204,20882.4296875,536.402063828381
167,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,391.771952082,0,391.762472618,11058.312623,27348.2109375,615.993636482422
168,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,371.157084572,0,371.149923331,10574.151598,26146.55078125,583.554087518185
169,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,718.546837122,0,718.529594715,31028.832189,76730.71484375,1129.49521307506
170,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1574.1089303,0,1574.07701085,155203.041981,383848.484375,2474.37090015819
171,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,399.191453857,0,399.181322857,11822.9316033,29185.29296875,627.024407694576
172,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,310.669673914,0,310.664711044,7051.90957322,17440.78515625,488.587455262773
173,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,456.086205116,0,456.075902007,15902.3062222,39415.328125,718.075867483562
174,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1193.04982385,0,1193.02307319,87254.5724491,215798.80078125,1875.76397166473
175,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,388.480413884,0,388.472082699,10881.3470273,26910.16796875,610.882383024701
176,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,423.662585025,0,423.65555124,13136.6138832,32487.953125,666.099588295336
177,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,427.515486831,0,427.507069467,13654.5776409,33773.40234375,672.250843644588
178,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,871.165986023,0,871.14773603,46077.451756,114075.6875,1370.89744083997
179,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,876.638235013,0,876.619818675,53321.9323258,131891.53515625,1378.53625057425
180,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,410.549670954,0,410.541622827,12622.7777593,31216.6953125,645.692428505831
181,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,366.381593205,0,366.374609031,9874.18853454,24424.08984375,576.144717466091
182,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,629.440609142,0,629.428937293,25247.2237101,62431.546875,989.885586042236
183,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,932.708796234,0,932.687030066,51047.1932049,126265.6328125,1466.20570699434
184,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,360.237899638,0,360.230565064,9757.8142159,24128.6953125,566.469823858605
185,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,331.793464682,0,331.785808831,8256.48261025,20419.44921875,521.826056261123
186,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,460.675633725,0,460.664340204,15936.8095628,39419.5,724.4628919143
187,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1618.43879412,0,1618.40404823,141438.333056,350082.171875,2545.87884786348
188,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,595.234324451,0,595.220352246,25540.1100955,63173.484375,936.291065281351
189,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,414.783167719,0,414.774061301,12690.9268837,31420.8828125,652.775171226667
190,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,483.863383612,0,483.853847623,17828.0268847,44085.6015625,760.975830446614
191,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,496.52272066,0,496.511247442,18054.5393711,44656.96484375,780.682404968462
192,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,537.585148134,0,537.572450414,22032.5661497,54490.9609375,845.382515523172
193,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,377.223073025,0,377.217111263,10775.8593127,26651.73046875,593.257306746458
194,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,441.72523118,0,441.715504153,13916.3046048,34414.69921875,694.711322643273
195,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,438.745472284,0,438.737237327,14184.2068636,35087.8515625,689.937261867036
196,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,460.504733866,0,460.492985635,13481.6313805,33348.96484375,723.852677612532
197,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,421.795628736,0,421.78592046,12729.6844696,31481.0546875,663.428728080173
198,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,634.840521563,0,634.826278297,29010.915178,71760.609375,998.377686780864
199,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,562.473253946,0,562.460358597,23022.1768667,56948.90625,884.31130634239
200,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,590.02315563,0,590.010859886,23858.825172,59013.07421875,928.075483992329
201,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,474.073559055,0,474.063892816,15067.6639831,37273.7734375,745.292937855938
202,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,535.777117944,0,535.766588264,21315.1413082,52725.86328125,842.70317641901
203,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,462.819096232,0,462.80911478,15435.6431176,38185.578125,727.838418987283
204,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,514.267398534,0,514.257521375,19398.9701241,47984.82421875,808.992119398661
205,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,569.625241665,0,569.612608776,23545.6424917,58242.52734375,895.647372928673
206,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,912.87376484,0,912.853878223,56167.89036,138931.8515625,1435.66280988367
207,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,6907.12284072,0,6906.97236336,2129923.0474,5269529.73828125,10861.4796729449
208,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,1127.21154698,0,1127.18809091,81820.4130523,202363.46484375,1772.58683816158
209,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,409.726193208,0,409.718274285,12334.7557765,30513.95703125,644.272907447242
210,12,12401,XII,585,NATALES,ULTIMA ESPERANZA,2210.97444792,0,2210.92758694,225819.176793,558734.9453125,3479.17936180068
